DATE DELIVERED,VERIS PATH,RELATIONSHIP TYPE,TECHNIQUE ID
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1218.004
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1218.005
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1218.007
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1218.008
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1218.009
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1218.010
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1218.011
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1218.012
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1220
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1505.001
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1505.002
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1529
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1543
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1543.001
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1543.002
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1543.003
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1543.004
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1547
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1548
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1548.001
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1548.002
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1548.003
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1548.004
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1559
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1559.001
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1559.002
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1563
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1563.001
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1563.002
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1564
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1564.001
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1564.002
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1564.003
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1564.004
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1564.005
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1564.006
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1564.007
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1569
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1569.001
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1569.002
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1578
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1578.001
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1578.002
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1578.003
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1578.004
23/01/09,action.hacking.variety.Abuse of functionality,related-to,T1609
23/01/09,action.hacking.variety.Brute force,related-to,T1110
23/01/09,action.hacking.variety.Brute force,related-to,T1110.001
23/01/09,action.hacking.variety.Brute force,related-to,T1110.002
23/01/09,action.hacking.variety.Brute force,related-to,T1110.003
23/01/09,action.hacking.variety.Brute force,related-to,T1110.004
23/01/09,action.hacking.variety.Buffer overflow,related-to,T1203
23/01/09,action.hacking.variety.Cryptanalysis,related-to,T1600
23/01/09,action.hacking.variety.DoS,related-to,T1498
23/01/09,action.hacking.variety.DoS,related-to,T1498.001
23/01/09,action.hacking.variety.DoS,related-to,T1498.002
23/01/09,action.hacking.variety.DoS,related-to,T1499
23/01/09,action.hacking.variety.DoS,related-to,T1499.001
23/01/09,action.hacking.variety.DoS,related-to,T1499.002
23/01/09,action.hacking.variety.DoS,related-to,T1499.003
23/01/09,action.hacking.variety.DoS,related-to,T1499.004
23/01/09,action.hacking.variety.DoS,related-to,T1583.005
23/01/09,action.hacking.variety.DoS,related-to,T1584.005
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1068
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1190
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1210
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1212
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1548.002
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1548.003
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1548.004
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1558.004
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1574.001
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1574.002
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1574.005
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1574.010
23/01/09,action.hacking.variety.Exploit misconfig,related-to,T1574.011
23/01/09,action.hacking.variety.Exploit vuln,related-to,T1068
23/01/09,action.hacking.variety.Exploit vuln,related-to,T1212
23/01/09,action.hacking.variety.Exploit vuln,related-to,T1574.001
23/01/09,action.hacking.variety.Exploit vuln,related-to,T1574.002
23/01/09,action.hacking.variety.Exploit vuln,related-to,T1574.004
23/01/09,action.hacking.variety.Exploit vuln,related-to,T1595.002
23/01/09,action.hacking.variety.Forced browsing,related-to,T1539
23/01/09,action.hacking.variety.Forced browsing,related-to,T1583.003
23/01/09,action.hacking.variety.Forced browsing,related-to,T1583.004
23/01/09,action.hacking.variety.Forced browsing,related-to,T1583.006
23/01/09,action.hacking.variety.Format string attack,related-to,T1068
23/01/09,action.hacking.variety.Fuzz testing,related-to,T1068
23/01/09,action.hacking.variety.HTTP request smuggling,related-to,T1203
23/01/09,action.hacking.variety.HTTP request smuggling,related-to,T1185
23/01/09,action.hacking.variety.HTTP request splitting,related-to,T1203
23/01/09,action.hacking.variety.HTTP request splitting,related-to,T1185
23/01/09,action.hacking.variety.HTTP response smuggling,related-to,T1203
23/01/09,action.hacking.variety.HTTP response smuggling,related-to,T1185
23/01/09,action.hacking.variety.HTTP response splitting,related-to,T1203
23/01/09,action.hacking.variety.HTTP response splitting,related-to,T1185
23/01/09,action.hacking.variety.Insecure deserialization,related-to,T1068
23/01/09,action.hacking.variety.Integer overflows,related-to,T1068
23/01/09,action.hacking.variety.LDAP injection,related-to,T1068
23/01/09,action.hacking.variety.MitM,related-to,T1185
23/01/09,action.hacking.variety.MitM,related-to,T1187
23/01/09,action.hacking.variety.MitM,related-to,T1557
23/01/09,action.hacking.variety.MitM,related-to,T1557.001
23/01/09,action.hacking.variety.MitM,related-to,T1557.002
23/01/09,action.hacking.variety.MitM,related-to,T1539
23/01/09,action.hacking.variety.Offline cracking,related-to,T1110.002
23/01/09,action.hacking.variety.Pass-the-hash,related-to,T1550.002
23/01/09,action.hacking.variety.Routing detour,related-to,T1557
23/01/09,action.hacking.variety.Session fixation,related-to,T1185
23/01/09,action.hacking.variety.Session fixation,related-to,T1212
23/01/09,action.hacking.variety.Soap array abuse,related-to,T1499
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1021
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1021.001
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1021.002
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1021.003
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1021.004
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1021.005
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1021.006
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1078
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1078.001
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1078.002
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1078.003
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1078.004
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1133
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1134
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1134.001
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1134.002
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1134.003
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1134.004
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1134.005
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1550
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1550.001
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1550.002
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1550.003
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1550.004
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1558
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1558.001
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1558.002
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1558.003
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1558.004
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1586
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1586.001
23/01/09,action.hacking.variety.Use of stolen creds,related-to,T1586.002
23/01/09,action.hacking.variety.Virtual machine escape,related-to,T1611
23/01/09,action.hacking.variety.XML attribute blowup,related-to,T1499
23/01/09,action.hacking.variety.XML entity expansion,related-to,T1499
23/01/09,action.hacking.variety.XML external entities,related-to,T1499
23/01/09,action.hacking.variety.XML external entities,related-to,T1213
23/01/09,action.hacking.variety.XML injection,related-to,T1546
23/01/09,action.hacking.variety.XML injection,related-to,T1574
23/01/09,action.hacking.variety.XPath injection,related-to,T1010
23/01/09,action.hacking.variety.Unknown,related-to,T1105
23/01/09,action.hacking.variety.Unknown,related-to,T1111
23/01/09,action.hacking.variety.Unknown,related-to,T1127
23/01/09,action.hacking.variety.Unknown,related-to,T1127.001
23/01/09,action.hacking.variety.Unknown,related-to,T1574
23/01/09,action.hacking.variety.Unknown,related-to,T1574.001
23/01/09,action.hacking.variety.Unknown,related-to,T1574.002
23/01/09,action.hacking.variety.Unknown,related-to,T1574.004
23/01/09,action.hacking.variety.Unknown,related-to,T1574.005
23/01/09,action.hacking.variety.Unknown,related-to,T1583
23/01/09,action.hacking.variety.Unknown,related-to,T1583.001
23/01/09,action.hacking.variety.Unknown,related-to,T1583.002
23/01/09,action.hacking.variety.Unknown,related-to,T1583.003
23/01/09,action.hacking.variety.Unknown,related-to,T1583.004
23/01/09,action.hacking.variety.Unknown,related-to,T1583.005
23/01/09,action.hacking.variety.Unknown,related-to,T1583.006
23/01/09,action.hacking.variety.Unknown,related-to,T1584
23/01/09,action.hacking.variety.Unknown,related-to,T1584.001
23/01/09,action.hacking.variety.Unknown,related-to,T1584.002
23/01/09,action.hacking.variety.Unknown,related-to,T1584.003
23/01/09,action.hacking.variety.Unknown,related-to,T1584.004
23/01/09,action.hacking.variety.Unknown,related-to,T1584.005
23/01/09,action.hacking.variety.Unknown,related-to,T1584.006
23/01/09,action.hacking.variety.Unknown,related-to,T1587
23/01/09,action.hacking.variety.Unknown,related-to,T1587.001
23/01/09,action.hacking.variety.Unknown,related-to,T1587.002
23/01/09,action.hacking.variety.Unknown,related-to,T1587.003
23/01/09,action.hacking.variety.Unknown,related-to,T1587.004
23/01/09,action.hacking.variety.Unknown,related-to,T1588
23/01/09,action.hacking.variety.Unknown,related-to,T1588.001
23/01/09,action.hacking.variety.Unknown,related-to,T1588.002
23/01/09,action.hacking.variety.Unknown,related-to,T1588.003
23/01/09,action.hacking.variety.Unknown,related-to,T1588.004
23/01/09,action.hacking.variety.Unknown,related-to,T1588.005
23/01/09,action.hacking.variety.Unknown,related-to,T1588.006
23/01/09,action.hacking.variety.Unknown,related-to,T1599
23/01/09,action.hacking.variety.Unknown,related-to,T1599.001
23/01/09,action.hacking.variety.Unknown,related-to,T1606
23/01/09,action.hacking.variety.Unknown,related-to,T1606.001
23/01/09,action.hacking.variety.Unknown,related-to,T1606.002
23/01/09,action.hacking.variety.Unknown,related-to,T1531
23/01/09,action.hacking.vector.3rd party desktop,related-to,T1133
23/01/09,action.hacking.vector.Command shell,related-to,T1021.002
23/01/09,action.hacking.vector.Command shell,related-to,T1021.003
23/01/09,action.hacking.vector.Command shell,related-to,T1021.004
23/01/09,action.hacking.vector.Command shell,related-to,T1021.006
23/01/09,action.hacking.vector.Command shell,related-to,T1047
23/01/09,action.hacking.vector.Command shell,related-to,T1059
23/01/09,action.hacking.vector.Command shell,related-to,T1059.001
23/01/09,action.hacking.vector.Command shell,related-to,T1059.002
23/01/09,action.hacking.vector.Command shell,related-to,T1059.003
23/01/09,action.hacking.vector.Command shell,related-to,T1059.004
23/01/09,action.hacking.vector.Command shell,related-to,T1059.005
23/01/09,action.hacking.vector.Command shell,related-to,T1059.006
23/01/09,action.hacking.vector.Command shell,related-to,T1059.007
23/01/09,action.hacking.vector.Command shell,related-to,T1059.008
23/01/09,action.hacking.vector.Desktop sharing software,related-to,T1021.001
23/01/09,action.hacking.vector.Desktop sharing software,related-to,T1021.005
23/01/09,action.hacking.vector.Desktop sharing software,related-to,T1133
23/01/09,action.hacking.vector.Desktop sharing software,related-to,T1219
23/01/09,action.hacking.vector.Hypervisor,related-to,T1497
23/01/09,action.hacking.vector.Hypervisor,related-to,T1578
23/01/09,action.hacking.vector.Inter-tenant,related-to,T1497
23/01/09,action.hacking.vector.Inter-tenant,related-to,T1578
23/01/09,action.hacking.vector.Partner,related-to,T1199
23/01/09,action.hacking.vector.Partner,related-to,T1195
23/01/09,action.hacking.vector.Partner,related-to,T1195.001
23/01/09,action.hacking.vector.Partner,related-to,T1195.002
23/01/09,action.hacking.vector.Partner,related-to,T1195.003
23/01/09,action.hacking.vector.Physical access,related-to,T1200
23/01/09,action.malware.variety.Adminware,related-to,T1072
23/01/09,action.malware.variety.Adminware,related-to,T1219
23/01/09,action.malware.variety.Adminware,related-to,T1554
23/01/09,action.malware.variety.Adware,related-to,T1199
23/01/09,action.malware.variety.Backdoor,related-to,T1037
23/01/09,action.malware.variety.Backdoor,related-to,T1098
23/01/09,action.malware.variety.Backdoor,related-to,T1133
23/01/09,action.malware.variety.Backdoor,related-to,T1205.001
23/01/09,action.malware.variety.Backdoor,related-to,T1505
23/01/09,action.malware.variety.Backdoor,related-to,T1505.001
23/01/09,action.malware.variety.Backdoor,related-to,T1505.002
23/01/09,action.malware.variety.Backdoor,related-to,T1505.003
23/01/09,action.malware.variety.Backdoor,related-to,T1525
23/01/09,action.malware.variety.Backdoor,related-to,T1543
23/01/09,action.malware.variety.Backdoor,related-to,T1546
23/01/09,action.malware.variety.Backdoor,related-to,T1547
23/01/09,action.malware.variety.Backdoor,related-to,T1554
23/01/09,action.malware.variety.Backdoor,related-to,T1574
23/01/09,action.malware.variety.Brute force,related-to,T1110
23/01/09,action.malware.variety.Brute force,related-to,T1110.001
23/01/09,action.malware.variety.Brute force,related-to,T1110.002
23/01/09,action.malware.variety.Brute force,related-to,T1110.003
23/01/09,action.malware.variety.Brute force,related-to,T1110.004
23/01/09,action.malware.variety.C2,related-to,T1001.001
23/01/09,action.malware.variety.C2,related-to,T1008
23/01/09,action.malware.variety.C2,related-to,T1071
23/01/09,action.malware.variety.C2,related-to,T1071.001
23/01/09,action.malware.variety.C2,related-to,T1071.002
23/01/09,action.malware.variety.C2,related-to,T1071.003
23/01/09,action.malware.variety.C2,related-to,T1071.004
23/01/09,action.malware.variety.C2,related-to,T1090
23/01/09,action.malware.variety.C2,related-to,T1090.001
23/01/09,action.malware.variety.C2,related-to,T1090.002
23/01/09,action.malware.variety.C2,related-to,T1090.003
23/01/09,action.malware.variety.C2,related-to,T1090.004
23/01/09,action.malware.variety.C2,related-to,T1095
23/01/09,action.malware.variety.C2,related-to,T1102
23/01/09,action.malware.variety.C2,related-to,T1102.001
23/01/09,action.malware.variety.C2,related-to,T1102.002
23/01/09,action.malware.variety.C2,related-to,T1102.003
23/01/09,action.malware.variety.C2,related-to,T1104
23/01/09,action.malware.variety.C2,related-to,T1132
23/01/09,action.malware.variety.C2,related-to,T1132.001
23/01/09,action.malware.variety.C2,related-to,T1132.002
23/01/09,action.malware.variety.C2,related-to,T1205
23/01/09,action.malware.variety.C2,related-to,T1205.001
23/01/09,action.malware.variety.C2,related-to,T1568
23/01/09,action.malware.variety.C2,related-to,T1568.001
23/01/09,action.malware.variety.C2,related-to,T1568.002
23/01/09,action.malware.variety.C2,related-to,T1568.003
23/01/09,action.malware.variety.C2,related-to,T1571
23/01/09,action.malware.variety.C2,related-to,T1572
23/01/09,action.malware.variety.C2,related-to,T1573
23/01/09,action.malware.variety.C2,related-to,T1573.001
23/01/09,action.malware.variety.C2,related-to,T1573.002
23/01/09,action.malware.variety.C2,related-to,T1583.001
23/01/09,action.malware.variety.C2,related-to,T1583.002
23/01/09,action.malware.variety.C2,related-to,T1583.006
23/01/09,action.malware.variety.C2,related-to,T1584.002
23/01/09,action.malware.variety.Capture app data,related-to,T1056
23/01/09,action.malware.variety.Capture app data,related-to,T1056.001
23/01/09,action.malware.variety.Capture app data,related-to,T1056.002
23/01/09,action.malware.variety.Capture app data,related-to,T1056.003
23/01/09,action.malware.variety.Capture app data,related-to,T1056.004
23/01/09,action.malware.variety.Capture app data,related-to,T1113
23/01/09,action.malware.variety.Capture app data,related-to,T1114
23/01/09,action.malware.variety.Capture app data,related-to,T1114.001
23/01/09,action.malware.variety.Capture app data,related-to,T1114.002
23/01/09,action.malware.variety.Capture app data,related-to,T1114.003
23/01/09,action.malware.variety.Capture app data,related-to,T1123
23/01/09,action.malware.variety.Capture app data,related-to,T1125
23/01/09,action.malware.variety.Capture app data,related-to,T1176
23/01/09,action.malware.variety.Capture app data,related-to,T1185
23/01/09,action.malware.variety.Capture app data,related-to,T1207
23/01/09,action.malware.variety.Capture app data,related-to,T1217
23/01/09,action.malware.variety.Capture app data,related-to,T1528
23/01/09,action.malware.variety.Capture app data,related-to,T1539
23/01/09,action.malware.variety.Capture stored data,related-to,T1003.002
23/01/09,action.malware.variety.Capture stored data,related-to,T1003.003
23/01/09,action.malware.variety.Capture stored data,related-to,T1003.006
23/01/09,action.malware.variety.Capture stored data,related-to,T1003.008
23/01/09,action.malware.variety.Capture stored data,related-to,T1005
23/01/09,action.malware.variety.Capture stored data,related-to,T1010
23/01/09,action.malware.variety.Capture stored data,related-to,T1025
23/01/09,action.malware.variety.Capture stored data,related-to,T1033
23/01/09,action.malware.variety.Capture stored data,related-to,T1039
23/01/09,action.malware.variety.Capture stored data,related-to,T1083
23/01/09,action.malware.variety.Capture stored data,related-to,T1119
23/01/09,action.malware.variety.Capture stored data,related-to,T1213
23/01/09,action.malware.variety.Capture stored data,related-to,T1213.001
23/01/09,action.malware.variety.Capture stored data,related-to,T1213.002
23/01/09,action.malware.variety.Capture stored data,related-to,T1530
23/01/09,action.malware.variety.Capture stored data,related-to,T1602
23/01/09,action.malware.variety.Click fraud,related-to,T1496
23/01/09,action.malware.variety.Click fraud and cryptocurrency mining,related-to,T1496
23/01/09,action.malware.variety.Client-side attack,related-to,T1203
23/01/09,action.malware.variety.Client-side attack,related-to,T1221
23/01/09,action.malware.variety.Client-side attack,related-to,T1548.003
23/01/09,action.malware.variety.Cryptocurrency mining,related-to,T1496
23/01/09,action.malware.variety.Destroy data,related-to,T1070
23/01/09,action.malware.variety.Destroy data,related-to,T1070.001
23/01/09,action.malware.variety.Destroy data,related-to,T1070.002
23/01/09,action.malware.variety.Destroy data,related-to,T1070.003
23/01/09,action.malware.variety.Destroy data,related-to,T1070.004
23/01/09,action.malware.variety.Destroy data,related-to,T1070.005
23/01/09,action.malware.variety.Destroy data,related-to,T1070.006
23/01/09,action.malware.variety.Destroy data,related-to,T1485
23/01/09,action.malware.variety.Destroy data,related-to,T1495
23/01/09,action.malware.variety.Destroy data,related-to,T1561
23/01/09,action.malware.variety.Destroy data,related-to,T1561.001
23/01/09,action.malware.variety.Destroy data,related-to,T1561.002
23/01/09,action.malware.variety.Disable controls,related-to,T1006
23/01/09,action.malware.variety.Disable controls,related-to,T1027
23/01/09,action.malware.variety.Disable controls,related-to,T1027.001
23/01/09,action.malware.variety.Disable controls,related-to,T1027.002
23/01/09,action.malware.variety.Disable controls,related-to,T1027.003
23/01/09,action.malware.variety.Disable controls,related-to,T1027.004
23/01/09,action.malware.variety.Disable controls,related-to,T1027.005
23/01/09,action.malware.variety.Disable controls,related-to,T1036
23/01/09,action.malware.variety.Disable controls,related-to,T1036.001
23/01/09,action.malware.variety.Disable controls,related-to,T1036.002
23/01/09,action.malware.variety.Disable controls,related-to,T1036.003
23/01/09,action.malware.variety.Disable controls,related-to,T1036.004
23/01/09,action.malware.variety.Disable controls,related-to,T1036.005
23/01/09,action.malware.variety.Disable controls,related-to,T1036.006
23/01/09,action.malware.variety.Disable controls,related-to,T1212
23/01/09,action.malware.variety.Disable controls,related-to,T1222
23/01/09,action.malware.variety.Disable controls,related-to,T1222.001
23/01/09,action.malware.variety.Disable controls,related-to,T1222.002
23/01/09,action.malware.variety.Disable controls,related-to,T1490
23/01/09,action.malware.variety.Disable controls,related-to,T1497
23/01/09,action.malware.variety.Disable controls,related-to,T1497.001
23/01/09,action.malware.variety.Disable controls,related-to,T1497.002
23/01/09,action.malware.variety.Disable controls,related-to,T1497.003
23/01/09,action.malware.variety.Disable controls,related-to,T1553
23/01/09,action.malware.variety.Disable controls,related-to,T1553.001
23/01/09,action.malware.variety.Disable controls,related-to,T1553.002
23/01/09,action.malware.variety.Disable controls,related-to,T1553.003
23/01/09,action.malware.variety.Disable controls,related-to,T1553.004
23/01/09,action.malware.variety.Disable controls,related-to,T1553.005
23/01/09,action.malware.variety.Disable controls,related-to,T1553.006
23/01/09,action.malware.variety.Disable controls,related-to,T1562
23/01/09,action.malware.variety.Disable controls,related-to,T1562.001
23/01/09,action.malware.variety.Disable controls,related-to,T1562.002
23/01/09,action.malware.variety.Disable controls,related-to,T1562.003
23/01/09,action.malware.variety.Disable controls,related-to,T1562.004
23/01/09,action.malware.variety.Disable controls,related-to,T1562.006
23/01/09,action.malware.variety.Disable controls,related-to,T1562.007
23/01/09,action.malware.variety.Disable controls,related-to,T1562.008
23/01/09,action.malware.variety.Disable controls,related-to,T1574.012
23/01/09,action.malware.variety.Disable controls,related-to,T1600
23/01/09,action.malware.variety.Disable controls,related-to,T1600.001
23/01/09,action.malware.variety.Disable controls,related-to,T1600.002
23/01/09,action.malware.variety.Disable controls,related-to,T1601
23/01/09,action.malware.variety.Disable controls,related-to,T1601.001
23/01/09,action.malware.variety.Disable controls,related-to,T1601.002
23/01/09,action.malware.variety.DoS,related-to,T1489
23/01/09,action.malware.variety.DoS,related-to,T1499
23/01/09,action.malware.variety.DoS,related-to,T1499.001
23/01/09,action.malware.variety.DoS,related-to,T1499.002
23/01/09,action.malware.variety.DoS,related-to,T1499.003
23/01/09,action.malware.variety.DoS,related-to,T1499.004
23/01/09,action.malware.variety.DoS,related-to,T1498
23/01/09,action.malware.variety.DoS,related-to,T1498.001
23/01/09,action.malware.variety.DoS,related-to,T1498.002
23/01/09,action.malware.variety.Exploit misconfig,related-to,T1068
23/01/09,action.malware.variety.Exploit misconfig,related-to,T1548.002
23/01/09,action.malware.variety.Exploit misconfig,related-to,T1558.004
23/01/09,action.malware.variety.Exploit vuln,related-to,T1133
23/01/09,action.malware.variety.Exploit vuln,related-to,T1190
23/01/09,action.malware.variety.Exploit vuln,related-to,T1210
23/01/09,action.malware.variety.Exploit vuln,related-to,T1211
23/01/09,action.malware.variety.Exploit vuln,related-to,T1212
23/01/09,action.malware.variety.Exploit vuln,related-to,T1595.002
23/01/09,action.malware.variety.Export data,related-to,T1003.006
23/01/09,action.malware.variety.Export data,related-to,T1011
23/01/09,action.malware.variety.Export data,related-to,T1011.001
23/01/09,action.malware.variety.Export data,related-to,T1020
23/01/09,action.malware.variety.Export data,related-to,T1020.001
23/01/09,action.malware.variety.Export data,related-to,T1029
23/01/09,action.malware.variety.Export data,related-to,T1030
23/01/09,action.malware.variety.Export data,related-to,T1041
23/01/09,action.malware.variety.Export data,related-to,T1048
23/01/09,action.malware.variety.Export data,related-to,T1048.001
23/01/09,action.malware.variety.Export data,related-to,T1048.002
23/01/09,action.malware.variety.Export data,related-to,T1048.003
23/01/09,action.malware.variety.Export data,related-to,T1052
23/01/09,action.malware.variety.Export data,related-to,T1052.001
23/01/09,action.malware.variety.Export data,related-to,T1074
23/01/09,action.malware.variety.Export data,related-to,T1074.001
23/01/09,action.malware.variety.Export data,related-to,T1074.002
23/01/09,action.malware.variety.Export data,related-to,T1197
23/01/09,action.malware.variety.Export data,related-to,T1537
23/01/09,action.malware.variety.Export data,related-to,T1560
23/01/09,action.malware.variety.Export data,related-to,T1560.001
23/01/09,action.malware.variety.Export data,related-to,T1560.002
23/01/09,action.malware.variety.Export data,related-to,T1560.003
23/01/09,action.malware.variety.Export data,related-to,T1567
23/01/09,action.malware.variety.Export data,related-to,T1567.001
23/01/09,action.malware.variety.Export data,related-to,T1567.002
23/01/09,action.malware.variety.In-memory,related-to,T1003.007
23/01/09,action.malware.variety.In-memory,related-to,T1055
